"시도별(1)","설립주체별(1)","학교현황별(1)","학교현황별(2)",시점,데이터
"부산광역시","사립","입학자수 (명)","소계",2015,403
"부산광역시","사립","입학자수 (명)","소계",2016,431
"부산광역시","사립","입학자수 (명)","소계",2017,480
"부산광역시","사립","입학자수 (명)","소계",2018,431
"부산광역시","사립","입학자수 (명)","소계",2019,446
"부산광역시","사립","입학자수 (명)","소계",2020,455
"부산광역시","사립","입학자수 (명)","소계",2021,488
"부산광역시","사립","입학자수 (명)","소계",2022,481
"부산광역시","사립","입학자수 (명)","여자",2013,216
"부산광역시","사립","입학자수 (명)","여자",2014,194
"부산광역시","사립","입학자수 (명)","여자",2015,182
"부산광역시","사립","입학자수 (명)","여자",2016,209
"부산광역시","사립","입학자수 (명)","여자",2017,240
"부산광역시","사립","입학자수 (명)","여자",2018,204
"부산광역시","사립","입학자수 (명)","여자",2019,218
"부산광역시","사립","입학자수 (명)","여자",2020,227
"부산광역시","사립","입학자수 (명)","여자",2021,233
"부산광역시","사립","입학자수 (명)","여자",2022,235
"부산광역시","사립","졸업자수 (명)","소계",2013,338
"부산광역시","사립","졸업자수 (명)","소계",2014,328
"부산광역시","사립","졸업자수 (명)","소계",2015,352
"부산광역시","사립","졸업자수 (명)","소계",2016,365
"부산광역시","사립","졸업자수 (명)","소계",2017,357
"부산광역시","사립","졸업자수 (명)","소계",2018,325
"부산광역시","사립","졸업자수 (명)","소계",2019,310
"부산광역시","사립","졸업자수 (명)","소계",2020,321
"부산광역시","사립","졸업자수 (명)","소계",2021,325
"부산광역시","사립","졸업자수 (명)","소계",2022,309
"부산광역시","사립","졸업자수 (명)","여자",2013,170
"부산광역시","사립","졸업자수 (명)","여자",2014,158
"부산광역시","사립","졸업자수 (명)","여자",2015,169
"부산광역시","사립","졸업자수 (명)","여자",2016,181
"부산광역시","사립","졸업자수 (명)","여자",2017,184
"부산광역시","사립","졸업자수 (명)","여자",2018,157
"부산광역시","사립","졸업자수 (명)","여자",2019,153
"부산광역시","사립","졸업자수 (명)","여자",2020,153
"부산광역시","사립","졸업자수 (명)","여자",2021,158
"부산광역시","사립","졸업자수 (명)","여자",2022,148
"부산광역시","사립","교실수 (개)","소계",2013,92
"부산광역시","사립","교실수 (개)","소계",2014,92
"부산광역시","사립","교실수 (개)","소계",2015,160
"부산광역시","사립","교실수 (개)","소계",2016,172
"부산광역시","사립","교실수 (개)","소계",2017,172
"부산광역시","사립","교실수 (개)","소계",2018,172
"부산광역시","사립","교실수 (개)","소계",2019,172
"부산광역시","사립","교실수 (개)","소계",2020,172
"부산광역시","사립","교실수 (개)","소계",2021,177
"부산광역시","사립","교실수 (개)","소계",2022,177
"부산광역시","사립","교실수 (개)","정규교실",2013,92
"부산광역시","사립","교실수 (개)","정규교실",2014,92
"부산광역시","사립","교실수 (개)","가·대용교실",2013,-
"부산광역시","사립","교실수 (개)","가·대용교실",2014,-
"부산광역시","사립","교실수 (개)","일반교실",2015,87
"부산광역시","사립","교실수 (개)","일반교실",2016,93
"부산광역시","사립","교실수 (개)","일반교실",2017,93
"부산광역시","사립","교실수 (개)","일반교실",2018,93
"부산광역시","사립","교실수 (개)","일반교실",2019,93
"부산광역시","사립","교실수 (개)","일반교실",2020,93
"부산광역시","사립","교실수 (개)","일반교실",2021,93
"부산광역시","사립","교실수 (개)","일반교실",2022,93
"부산광역시","사립","교실수 (개)","교과교실",2015,11
"부산광역시","사립","교실수 (개)","교과교실",2016,15
"부산광역시","사립","교실수 (개)","교과교실",2017,15
"부산광역시","사립","교실수 (개)","교과교실",2018,15
"부산광역시","사립","교실수 (개)","교과교실",2019,15
"부산광역시","사립","교실수 (개)","교과교실",2020,15
"부산광역시","사립","교실수 (개)","교과교실",2021,16
"부산광역시","사립","교실수 (개)","교과교실",2022,16
"부산광역시","사립","교실수 (개)","특별교실",2015,57
"부산광역시","사립","교실수 (개)","특별교실",2016,59
"부산광역시","사립","교실수 (개)","특별교실",2017,59
"부산광역시","사립","교실수 (개)","특별교실",2018,59
"부산광역시","사립","교실수 (개)","특별교실",2019,59
"부산광역시","사립","교실수 (개)","특별교실",2020,59
"부산광역시","사립","교실수 (개)","특별교실",2021,63
"부산광역시","사립","교실수 (개)","특별교실",2022,63
"부산광역시","사립","교실수 (개)","수준별교실",2015,5
"부산광역시","사립","교실수 (개)","수준별교실",2016,5
"부산광역시","사립","교실수 (개)","수준별교실",2017,5
"부산광역시","사립","교실수 (개)","수준별교실",2018,5
"부산광역시","사립","교실수 (개)","수준별교실",2019,5
"부산광역시","사립","교실수 (개)","수준별교실",2020,5
"부산광역시","사립","교실수 (개)","수준별교실",2021,5
"부산광역시","사립","교실수 (개)","수준별교실",2022,5
"대구광역시","계","학교수 (개)","소계",2013,219
"대구광역시","계","학교수 (개)","소계",2014,220
"대구광역시","계","학교수 (개)","소계",2015,221
"대구광역시","계","학교수 (개)","소계",2016,225
"대구광역시","계","학교수 (개)","소계",2017,228
"대구광역시","계","학교수 (개)","소계",2018,229
"대구광역시","계","학교수 (개)","소계",2019,229
"대구광역시","계","학교수 (개)","소계",2020,230
"대구광역시","계","학교수 (개)","소계",2021,232
"대구광역시","계","학교수 (개)","소계",2022,233
"대구광역시","계","학급수 (개)","소계",2013,5970
"대구광역시","계","학급수 (개)","소계",2014,5919
"대구광역시","계","학급수 (개)","소계",2015,5821
"대구광역시","계","학급수 (개)","소계",2016,5555
"대구광역시","계","학급수 (개)","소계",2017,5507
"대구광역시","계","학급수 (개)","소계",2018,5473
"대구광역시","계","학급수 (개)","소계",2019,5458
"대구광역시","계","학급수 (개)","소계",2020,5443
"대구광역시","계","학급수 (개)","소계",2021,5415
"대구광역시","계","학급수 (개)","소계",2022,5479
"대구광역시","계","학생수 (명)","소계",2013,136309
"대구광역시","계","학생수 (명)","소계",2014,131765
"대구광역시","계","학생수 (명)","소계",2015,129583
"대구광역시","계","학생수 (명)","소계",2016,125541
"대구광역시","계","학생수 (명)","소계",2017,124708
"대구광역시","계","학생수 (명)","소계",2018,125160
"대구광역시","계","학생수 (명)","소계",2019,126122
"대구광역시","계","학생수 (명)","소계",2020,122587
"대구광역시","계","학생수 (명)","소계",2021,121308
"대구광역시","계","학생수 (명)","소계",2022,121485
"대구광역시","계","학생수 (명)","여자",2013,64435
"대구광역시","계","학생수 (명)","여자",2014,62656
"대구광역시","계","학생수 (명)","여자",2015,61973
"대구광역시","계","학생수 (명)","여자",2016,60227
"대구광역시","계","학생수 (명)","여자",2017,60017
"대구광역시","계","학생수 (명)","여자",2018,60552
"대구광역시","계","학생수 (명)","여자",2019,61134
"대구광역시","계","학생수 (명)","여자",2020,59543
"대구광역시","계","학생수 (명)","여자",2021,59091
"대구광역시","계","학생수 (명)","여자",2022,59284
"대구광역시","계","교원수 (명)","소계",2013,9004
"대구광역시","계","교원수 (명)","소계",2014,8971
"대구광역시","계","교원수 (명)","소계",2015,8869
"대구광역시","계","교원수 (명)","소계",2016,8873
"대구광역시","계","교원수 (명)","소계",2017,8900
"대구광역시","계","교원수 (명)","소계",2018,9039
"대구광역시","계","교원수 (명)","소계",2019,9013
"대구광역시","계","교원수 (명)","소계",2020,8905
"대구광역시","계","교원수 (명)","소계",2021,8970
"대구광역시","계","교원수 (명)","소계",2022,8930
"대구광역시","계","교원수 (명)","여자",2013,7342
"대구광역시","계","교원수 (명)","여자",2014,7338
"대구광역시","계","교원수 (명)","여자",2015,7271
"대구광역시","계","교원수 (명)","여자",2016,7283
"대구광역시","계","교원수 (명)","여자",2017,7287
"대구광역시","계","교원수 (명)","여자",2018,7406
"대구광역시","계","교원수 (명)","여자",2019,7369
"대구광역시","계","교원수 (명)","여자",2020,7274
"대구광역시","계","교원수 (명)","여자",2021,7309
"대구광역시","계","교원수 (명)","여자",2022,7263
"대구광역시","계","직원수 (명)","소계",2013,955
"대구광역시","계","직원수 (명)","소계",2014,991
"대구광역시","계","직원수 (명)","소계",2015,942
"대구광역시","계","직원수 (명)","소계",2016,907
"대구광역시","계","직원수 (명)","소계",2017,866
"대구광역시","계","직원수 (명)","소계",2018,821
"대구광역시","계","직원수 (명)","소계",2019,771
"대구광역시","계","직원수 (명)","소계",2020,768
"대구광역시","계","직원수 (명)","소계",2021,737
"대구광역시","계","직원수 (명)","소계",2022,740
"대구광역시","계","직원수 (명)","여자",2013,654
"대구광역시","계","직원수 (명)","여자",2014,689
"대구광역시","계","직원수 (명)","여자",2015,682
"대구광역시","계","직원수 (명)","여자",2016,669
"대구광역시","계","직원수 (명)","여자",2017,657
"대구광역시","계","직원수 (명)","여자",2018,652
"대구광역시","계","직원수 (명)","여자",2019,630
"대구광역시","계","직원수 (명)","여자",2020,637
"대구광역시","계","직원수 (명)","여자",2021,609
"대구광역시","계","직원수 (명)","여자",2022,616
"대구광역시","계","입학자수 (명)","소계",2013,20163
"대구광역시","계","입학자수 (명)","소계",2014,22385
"대구광역시","계","입학자수 (명)","소계",2015,20866
"대구광역시","계","입학자수 (명)","소계",2016,19670
"대구광역시","계","입학자수 (명)","소계",2017,21056
"대구광역시","계","입학자수 (명)","소계",2018,21101
"대구광역시","계","입학자수 (명)","소계",2019,21666
"대구광역시","계","입학자수 (명)","소계",2020,19377
"대구광역시","계","입학자수 (명)","소계",2021,19643
"대구광역시","계","입학자수 (명)","소계",2022,19656
"대구광역시","계","입학자수 (명)","여자",2013,9674
"대구광역시","계","입학자수 (명)","여자",2014,10948
"대구광역시","계","입학자수 (명)","여자",2015,10014
"대구광역시","계","입학자수 (명)","여자",2016,9501
"대구광역시","계","입학자수 (명)","여자",2017,10164
"대구광역시","계","입학자수 (명)","여자",2018,10313
"대구광역시","계","입학자수 (명)","여자",2019,10538
"대구광역시","계","입학자수 (명)","여자",2020,9564
"대구광역시","계","입학자수 (명)","여자",2021,9643
"대구광역시","계","입학자수 (명)","여자",2022,9607
"대구광역시","계","졸업자수 (명)","소계",2013,30859
"대구광역시","계","졸업자수 (명)","소계",2014,27048
"대구광역시","계","졸업자수 (명)","소계",2015,23089
"대구광역시","계","졸업자수 (명)","소계",2016,23846
"대구광역시","계","졸업자수 (명)","소계",2017,21997
"대구광역시","계","졸업자수 (명)","소계",2018,20451
"대구광역시","계","졸업자수 (명)","소계",2019,20317
"대구광역시","계","졸업자수 (명)","소계",2020,22294
"대구광역시","계","졸업자수 (명)","소계",2021,20679
"대구광역시","계","졸업자수 (명)","소계",2022,19484
"대구광역시","계","졸업자수 (명)","여자",2013,14457
"대구광역시","계","졸업자수 (명)","여자",2014,12796
"대구광역시","계","졸업자수 (명)","여자",2015,10696
"대구광역시","계","졸업자수 (명)","여자",2016,11312
"대구광역시","계","졸업자수 (명)","여자",2017,10459
"대구광역시","계","졸업자수 (명)","여자",2018,9695
"대구광역시","계","졸업자수 (명)","여자",2019,9734
"대구광역시","계","졸업자수 (명)","여자",2020,10875
"대구광역시","계","졸업자수 (명)","여자",2021,9942
"대구광역시","계","졸업자수 (명)","여자",2022,9426
"대구광역시","계","교실수 (개)","소계",2013,6062
"대구광역시","계","교실수 (개)","소계",2014,6044
"대구광역시","계","교실수 (개)","소계",2015,7617
"대구광역시","계","교실수 (개)","소계",2016,7633
"대구광역시","계","교실수 (개)","소계",2017,7771
"대구광역시","계","교실수 (개)","소계",2018,7816
"대구광역시","계","교실수 (개)","소계",2019,7765
"대구광역시","계","교실수 (개)","소계",2020,7712
"대구광역시","계","교실수 (개)","소계",2021,7647
"대구광역시","계","교실수 (개)","소계",2022,7707
"대구광역시","계","교실수 (개)","정규교실",2013,6053
"대구광역시","계","교실수 (개)","정규교실",2014,6027
"대구광역시","계","교실수 (개)","가·대용교실",2013,9
"대구광역시","계","교실수 (개)","가·대용교실",2014,17
"대구광역시","계","교실수 (개)","일반교실",2015,5929
"대구광역시","계","교실수 (개)","일반교실",2016,5737
"대구광역시","계","교실수 (개)","일반교실",2017,5721
"대구광역시","계","교실수 (개)","일반교실",2018,5677
"대구광역시","계","교실수 (개)","일반교실",2019,5669
"대구광역시","계","교실수 (개)","일반교실",2020,5676
"대구광역시","계","교실수 (개)","일반교실",2021,5640
"대구광역시","계","교실수 (개)","일반교실",2022,5787
"대구광역시","계","교실수 (개)","교과교실",2015,294
"대구광역시","계","교실수 (개)","교과교실",2016,341
"대구광역시","계","교실수 (개)","교과교실",2017,372
"대구광역시","계","교실수 (개)","교과교실",2018,398
"대구광역시","계","교실수 (개)","교과교실",2019,422
"대구광역시","계","교실수 (개)","교과교실",2020,396
"대구광역시","계","교실수 (개)","교과교실",2021,433
"대구광역시","계","교실수 (개)","교과교실",2022,418
"대구광역시","계","교실수 (개)","특별교실",2015,1357
"대구광역시","계","교실수 (개)","특별교실",2016,1525
"대구광역시","계","교실수 (개)","특별교실",2017,1637
"대구광역시","계","교실수 (개)","특별교실",2018,1688
"대구광역시","계","교실수 (개)","특별교실",2019,1630
"대구광역시","계","교실수 (개)","특별교실",2020,1597
"대구광역시","계","교실수 (개)","특별교실",2021,1535
"대구광역시","계","교실수 (개)","특별교실",2022,1451
"대구광역시","계","교실수 (개)","수준별교실",2015,37
"대구광역시","계","교실수 (개)","수준별교실",2016,30
"대구광역시","계","교실수 (개)","수준별교실",2017,41
"대구광역시","계","교실수 (개)","수준별교실",2018,53
"대구광역시","계","교실수 (개)","수준별교실",2019,44
"대구광역시","계","교실수 (개)","수준별교실",2020,43
"대구광역시","계","교실수 (개)","수준별교실",2021,39
"대구광역시","계","교실수 (개)","수준별교실",2022,51
"대구광역시","국립","학교수 (개)","소계",2013,2
"대구광역시","국립","학교수 (개)","소계",2014,2
"대구광역시","국립","학교수 (개)","소계",2015,2
"대구광역시","국립","학교수 (개)","소계",2016,2
"대구광역시","국립","학교수 (개)","소계",2017,2
"대구광역시","국립","학교수 (개)","소계",2018,2
"대구광역시","국립","학교수 (개)","소계",2019,2
"대구광역시","국립","학교수 (개)","소계",2020,2
"대구광역시","국립","학교수 (개)","소계",2021,2
"대구광역시","국립","학교수 (개)","소계",2022,2
"대구광역시","국립","학급수 (개)","소계",2013,44
"대구광역시","국립","학급수 (개)","소계",2014,44
"대구광역시","국립","학급수 (개)","소계",2015,44
"대구광역시","국립","학급수 (개)","소계",2016,44
"대구광역시","국립","학급수 (개)","소계",2017,44
"대구광역시","국립","학급수 (개)","소계",2018,44
"대구광역시","국립","학급수 (개)","소계",2019,44
"대구광역시","국립","학급수 (개)","소계",2020,44
"대구광역시","국립","학급수 (개)","소계",2021,44
"대구광역시","국립","학급수 (개)","소계",2022,44
"대구광역시","국립","학생수 (명)","소계",2013,1142
"대구광역시","국립","학생수 (명)","소계",2014,1108
"대구광역시","국립","학생수 (명)","소계",2015,1077
"대구광역시","국립","학생수 (명)","소계",2016,1048
"대구광역시","국립","학생수 (명)","소계",2017,1014
"대구광역시","국립","학생수 (명)","소계",2018,1022
"대구광역시","국립","학생수 (명)","소계",2019,1019
"대구광역시","국립","학생수 (명)","소계",2020,1014
"대구광역시","국립","학생수 (명)","소계",2021,993
"대구광역시","국립","학생수 (명)","소계",2022,962
"대구광역시","국립","학생수 (명)","여자",2013,571
"대구광역시","국립","학생수 (명)","여자",2014,553
"대구광역시","국립","학생수 (명)","여자",2015,537
"대구광역시","국립","학생수 (명)","여자",2016,522
"대구광역시","국립","학생수 (명)","여자",2017,506
"대구광역시","국립","학생수 (명)","여자",2018,510
"대구광역시","국립","학생수 (명)","여자",2019,506
"대구광역시","국립","학생수 (명)","여자",2020,500
"대구광역시","국립","학생수 (명)","여자",2021,493
"대구광역시","국립","학생수 (명)","여자",2022,477
"대구광역시","국립","교원수 (명)","소계",2013,58
"대구광역시","국립","교원수 (명)","소계",2014,60
"대구광역시","국립","교원수 (명)","소계",2015,59
"대구광역시","국립","교원수 (명)","소계",2016,58
"대구광역시","국립","교원수 (명)","소계",2017,58
"대구광역시","국립","교원수 (명)","소계",2018,58
"대구광역시","국립","교원수 (명)","소계",2019,58
"대구광역시","국립","교원수 (명)","소계",2020,58
"대구광역시","국립","교원수 (명)","소계",2021,60
"대구광역시","국립","교원수 (명)","소계",2022,60
"대구광역시","국립","교원수 (명)","여자",2013,31
"대구광역시","국립","교원수 (명)","여자",2014,28
"대구광역시","국립","교원수 (명)","여자",2015,27
"대구광역시","국립","교원수 (명)","여자",2016,29
"대구광역시","국립","교원수 (명)","여자",2017,27
"대구광역시","국립","교원수 (명)","여자",2018,28
"대구광역시","국립","교원수 (명)","여자",2019,29
"대구광역시","국립","교원수 (명)","여자",2020,26
"대구광역시","국립","교원수 (명)","여자",2021,26
"대구광역시","국립","교원수 (명)","여자",2022,22
"대구광역시","국립","직원수 (명)","소계",2013,4
"대구광역시","국립","직원수 (명)","소계",2014,4
"대구광역시","국립","직원수 (명)","소계",2015,3
"대구광역시","국립","직원수 (명)","소계",2016,3
"대구광역시","국립","직원수 (명)","소계",2017,3
"대구광역시","국립","직원수 (명)","소계",2018,3
"대구광역시","국립","직원수 (명)","소계",2019,3
"대구광역시","국립","직원수 (명)","소계",2020,3
"대구광역시","국립","직원수 (명)","소계",2021,3
"대구광역시","국립","직원수 (명)","소계",2022,3
"대구광역시","국립","직원수 (명)","여자",2013,2
"대구광역시","국립","직원수 (명)","여자",2014,3
"대구광역시","국립","직원수 (명)","여자",2015,2
"대구광역시","국립","직원수 (명)","여자",2016,2
"대구광역시","국립","직원수 (명)","여자",2017,1
"대구광역시","국립","직원수 (명)","여자",2018,2
"대구광역시","국립","직원수 (명)","여자",2019,1
"대구광역시","국립","직원수 (명)","여자",2020,2
"대구광역시","국립","직원수 (명)","여자",2021,1
"대구광역시","국립","직원수 (명)","여자",2022,1
"대구광역시","국립","입학자수 (명)","소계",2013,168
"대구광역시","국립","입학자수 (명)","소계",2014,168
"대구광역시","국립","입학자수 (명)","소계",2015,170
"대구광역시","국립","입학자수 (명)","소계",2016,170
"대구광역시","국립","입학자수 (명)","소계",2017,172
"대구광역시","국립","입학자수 (명)","소계",2018,173
"대구광역시","국립","입학자수 (명)","소계",2019,168
"대구광역시","국립","입학자수 (명)","소계",2020,169
"대구광역시","국립","입학자수 (명)","소계",2021,155
"대구광역시","국립","입학자수 (명)","소계",2022,140
"대구광역시","국립","입학자수 (명)","여자",2013,84
"대구광역시","국립","입학자수 (명)","여자",2014,84
"대구광역시","국립","입학자수 (명)","여자",2015,84
"대구광역시","국립","입학자수 (명)","여자",2016,85
"대구광역시","국립","입학자수 (명)","여자",2017,84
"대구광역시","국립","입학자수 (명)","여자",2018,85
"대구광역시","국립","입학자수 (명)","여자",2019,84
"대구광역시","국립","입학자수 (명)","여자",2020,84
"대구광역시","국립","입학자수 (명)","여자",2021,79
"대구광역시","국립","입학자수 (명)","여자",2022,70
"대구광역시","국립","졸업자수 (명)","소계",2013,221
"대구광역시","국립","졸업자수 (명)","소계",2014,198
"대구광역시","국립","졸업자수 (명)","소계",2015,199
"대구광역시","국립","졸업자수 (명)","소계",2016,195
"대구광역시","국립","졸업자수 (명)","소계",2017,200
"대구광역시","국립","졸업자수 (명)","소계",2018,165
"대구광역시","국립","졸업자수 (명)","소계",2019,167
"대구광역시","국립","졸업자수 (명)","소계",2020,167
"대구광역시","국립","졸업자수 (명)","소계",2021,171
"대구광역시","국립","졸업자수 (명)","소계",2022,167
"대구광역시","국립","졸업자수 (명)","여자",2013,109
"대구광역시","국립","졸업자수 (명)","여자",2014,100
"대구광역시","국립","졸업자수 (명)","여자",2015,100
"대구광역시","국립","졸업자수 (명)","여자",2016,96
"대구광역시","국립","졸업자수 (명)","여자",2017,100
"대구광역시","국립","졸업자수 (명)","여자",2018,82
"대구광역시","국립","졸업자수 (명)","여자",2019,87
"대구광역시","국립","졸업자수 (명)","여자",2020,84
"대구광역시","국립","졸업자수 (명)","여자",2021,85
"대구광역시","국립","졸업자수 (명)","여자",2022,83
"대구광역시","국립","교실수 (개)","소계",2013,44
"대구광역시","국립","교실수 (개)","소계",2014,44
"대구광역시","국립","교실수 (개)","소계",2015,61
"대구광역시","국립","교실수 (개)","소계",2016,61
"대구광역시","국립","교실수 (개)","소계",2017,61
"대구광역시","국립","교실수 (개)","소계",2018,61
"대구광역시","국립","교실수 (개)","소계",2019,61
"대구광역시","국립","교실수 (개)","소계",2020,62
"대구광역시","국립","교실수 (개)","소계",2021,62
"대구광역시","국립","교실수 (개)","소계",2022,62
"대구광역시","국립","교실수 (개)","정규교실",2013,44
"대구광역시","국립","교실수 (개)","정규교실",2014,44
"대구광역시","국립","교실수 (개)","가·대용교실",2013,-
"대구광역시","국립","교실수 (개)","가·대용교실",2014,-
"대구광역시","국립","교실수 (개)","일반교실",2015,43
"대구광역시","국립","교실수 (개)","일반교실",2016,43
"대구광역시","국립","교실수 (개)","일반교실",2017,43
"대구광역시","국립","교실수 (개)","일반교실",2018,43
"대구광역시","국립","교실수 (개)","일반교실",2019,43
"대구광역시","국립","교실수 (개)","일반교실",2020,43
"대구광역시","국립","교실수 (개)","일반교실",2021,43
"대구광역시","국립","교실수 (개)","일반교실",2022,43
"대구광역시","국립","교실수 (개)","교과교실",2015,4
"대구광역시","국립","교실수 (개)","교과교실",2016,4
"대구광역시","국립","교실수 (개)","교과교실",2017,4
"대구광역시","국립","교실수 (개)","교과교실",2018,4
"대구광역시","국립","교실수 (개)","교과교실",2019,4
"대구광역시","국립","교실수 (개)","교과교실",2020,-
"대구광역시","국립","교실수 (개)","교과교실",2021,-
"대구광역시","국립","교실수 (개)","교과교실",2022,-
"대구광역시","국립","교실수 (개)","특별교실",2015,14
"대구광역시","국립","교실수 (개)","특별교실",2016,14
"대구광역시","국립","교실수 (개)","특별교실",2017,14
"대구광역시","국립","교실수 (개)","특별교실",2018,14
"대구광역시","국립","교실수 (개)","특별교실",2019,14
"대구광역시","국립","교실수 (개)","특별교실",2020,19
"대구광역시","국립","교실수 (개)","특별교실",2021,19
"대구광역시","국립","교실수 (개)","특별교실",2022,19
"대구광역시","국립","교실수 (개)","수준별교실",2015,-
"대구광역시","국립","교실수 (개)","수준별교실",2016,-
"대구광역시","국립","교실수 (개)","수준별교실",2017,-
"대구광역시","국립","교실수 (개)","수준별교실",2018,0
"대구광역시","국립","교실수 (개)","수준별교실",2019,0
"대구광역시","국립","교실수 (개)","수준별교실",2020,-
"대구광역시","국립","교실수 (개)","수준별교실",2021,-
"대구광역시","국립","교실수 (개)","수준별교실",2022,-
"대구광역시","공립","학교수 (개)","소계",2013,213
"대구광역시","공립","학교수 (개)","소계",2014,214
"대구광역시","공립","학교수 (개)","소계",2015,215
"대구광역시","공립","학교수 (개)","소계",2016,219
"대구광역시","공립","학교수 (개)","소계",2017,222
"대구광역시","공립","학교수 (개)","소계",2018,223
"대구광역시","공립","학교수 (개)","소계",2019,223
"대구광역시","공립","학교수 (개)","소계",2020,224
"대구광역시","공립","학교수 (개)","소계",2021,226
"대구광역시","공립","학교수 (개)","소계",2022,227
"대구광역시","공립","학급수 (개)","소계",2013,5854
"대구광역시","공립","학급수 (개)","소계",2014,5803
"대구광역시","공립","학급수 (개)","소계",2015,5705
"대구광역시","공립","학급수 (개)","소계",2016,5439
"대구광역시","공립","학급수 (개)","소계",2017,5391
"대구광역시","공립","학급수 (개)","소계",2018,5357
"대구광역시","공립","학급수 (개)","소계",2019,5342
"대구광역시","공립","학급수 (개)","소계",2020,5327
"대구광역시","공립","학급수 (개)","소계",2021,5299
"대구광역시","공립","학급수 (개)","소계",2022,5363
"대구광역시","공립","학생수 (명)","소계",2013,132668
"대구광역시","공립","학생수 (명)","소계",2014,128174
"대구광역시","공립","학생수 (명)","소계",2015,126033
"대구광역시","공립","학생수 (명)","소계",2016,122028
"대구광역시","공립","학생수 (명)","소계",2017,121224
"대구광역시","공립","학생수 (명)","소계",2018,121694
"대구광역시","공립","학생수 (명)","소계",2019,122729
"대구광역시","공립","학생수 (명)","소계",2020,119262
"대구광역시","공립","학생수 (명)","소계",2021,118078
"대구광역시","공립","학생수 (명)","소계",2022,118301
"대구광역시","공립","학생수 (명)","여자",2013,62664
"대구광역시","공립","학생수 (명)","여자",2014,60884
"대구광역시","공립","학생수 (명)","여자",2015,60233
"대구광역시","공립","학생수 (명)","여자",2016,58523
"대구광역시","공립","학생수 (명)","여자",2017,58348
"대구광역시","공립","학생수 (명)","여자",2018,58883
"대구광역시","공립","학생수 (명)","여자",2019,59512
"대구광역시","공립","학생수 (명)","여자",2020,57966
"대구광역시","공립","학생수 (명)","여자",2021,57544
"대구광역시","공립","학생수 (명)","여자",2022,57755
"대구광역시","공립","교원수 (명)","소계",2013,8864
"대구광역시","공립","교원수 (명)","소계",2014,8829
"대구광역시","공립","교원수 (명)","소계",2015,8727
"대구광역시","공립","교원수 (명)","소계",2016,8734
"대구광역시","공립","교원수 (명)","소계",2017,8757
"대구광역시","공립","교원수 (명)","소계",2018,8897
"대구광역시","공립","교원수 (명)","소계",2019,8871
"대구광역시","공립","교원수 (명)","소계",2020,8762
"대구광역시","공립","교원수 (명)","소계",2021,8825
"대구광역시","공립","교원수 (명)","소계",2022,8784
"대구광역시","공립","교원수 (명)","여자",2013,7274
"대구광역시","공립","교원수 (명)","여자",2014,7274
"대구광역시","공립","교원수 (명)","여자",2015,7210
"대구광역시","공립","교원수 (명)","여자",2016,7222
"대구광역시","공립","교원수 (명)","여자",2017,7224
"대구광역시","공립","교원수 (명)","여자",2018,7345
"대구광역시","공립","교원수 (명)","여자",2019,7305
"대구광역시","공립","교원수 (명)","여자",2020,7211
"대구광역시","공립","교원수 (명)","여자",2021,7246
"대구광역시","공립","교원수 (명)","여자",2022,7202
"대구광역시","공립","직원수 (명)","소계",2013,932
"대구광역시","공립","직원수 (명)","소계",2014,969
"대구광역시","공립","직원수 (명)","소계",2015,922
"대구광역시","공립","직원수 (명)","소계",2016,887
"대구광역시","공립","직원수 (명)","소계",2017,846
"대구광역시","공립","직원수 (명)","소계",2018,805
"대구광역시","공립","직원수 (명)","소계",2019,755
"대구광역시","공립","직원수 (명)","소계",2020,752
"대구광역시","공립","직원수 (명)","소계",2021,721
"대구광역시","공립","직원수 (명)","소계",2022,724
"대구광역시","공립","직원수 (명)","여자",2013,648
"대구광역시","공립","직원수 (명)","여자",2014,682
"대구광역시","공립","직원수 (명)","여자",2015,676
"대구광역시","공립","직원수 (명)","여자",2016,663
"대구광역시","공립","직원수 (명)","여자",2017,652
"대구광역시","공립","직원수 (명)","여자",2018,646
"대구광역시","공립","직원수 (명)","여자",2019,625
"대구광역시","공립","직원수 (명)","여자",2020,631
"대구광역시","공립","직원수 (명)","여자",2021,604
"대구광역시","공립","직원수 (명)","여자",2022,611
"대구광역시","공립","입학자수 (명)","소계",2013,19571
"대구광역시","공립","입학자수 (명)","소계",2014,21793
"대구광역시","공립","입학자수 (명)","소계",2015,20272
"대구광역시","공립","입학자수 (명)","소계",2016,19092
"대구광역시","공립","입학자수 (명)","소계",2017,20476
"대구광역시","공립","입학자수 (명)","소계",2018,20536
"대구광역시","공립","입학자수 (명)","소계",2019,21112
"대구광역시","공립","입학자수 (명)","소계",2020,18823
"대구광역시","공립","입학자수 (명)","소계",2021,19102
"대구광역시","공립","입학자수 (명)","소계",2022,19152
"대구광역시","공립","입학자수 (명)","여자",2013,9388
"대구광역시","공립","입학자수 (명)","여자",2014,10655
"대구광역시","공립","입학자수 (명)","여자",2015,9735
"대구광역시","공립","입학자수 (명)","여자",2016,9223
"대구광역시","공립","입학자수 (명)","여자",2017,9883
"대구광역시","공립","입학자수 (명)","여자",2018,10043
"대구광역시","공립","입학자수 (명)","여자",2019,10277
"대구광역시","공립","입학자수 (명)","여자",2020,9292
"대구광역시","공립","입학자수 (명)","여자",2021,9367
"대구광역시","공립","입학자수 (명)","여자",2022,9362
"대구광역시","공립","졸업자수 (명)","소계",2013,30215
"대구광역시","공립","졸업자수 (명)","소계",2014,26410
