"시도별(1)","설립주체별(1)","유치원현황별(1)","유치원현황별(2)",시점,데이터
"대구광역시","공립","원아수 (명)","여자",2019,3695
"대구광역시","공립","원아수 (명)","여자",2020,3569
"대구광역시","공립","원아수 (명)","여자",2021,3548
"대구광역시","공립","원아수 (명)","여자",2022,3118
"대구광역시","공립","교원수 (명)","소계",2013,298
"대구광역시","공립","교원수 (명)","소계",2014,339
"대구광역시","공립","교원수 (명)","소계",2015,379
"대구광역시","공립","교원수 (명)","소계",2016,419
"대구광역시","공립","교원수 (명)","소계",2017,381
"대구광역시","공립","교원수 (명)","소계",2018,441
"대구광역시","공립","교원수 (명)","소계",2019,532
"대구광역시","공립","교원수 (명)","소계",2020,598
"대구광역시","공립","교원수 (명)","소계",2021,659
"대구광역시","공립","교원수 (명)","소계",2022,662
"대구광역시","공립","교원수 (명)","여자",2013,297
"대구광역시","공립","교원수 (명)","여자",2014,332
"대구광역시","공립","교원수 (명)","여자",2015,377
"대구광역시","공립","교원수 (명)","여자",2016,417
"대구광역시","공립","교원수 (명)","여자",2017,380
"대구광역시","공립","교원수 (명)","여자",2018,440
"대구광역시","공립","교원수 (명)","여자",2019,531
"대구광역시","공립","교원수 (명)","여자",2020,596
"대구광역시","공립","교원수 (명)","여자",2021,657
"대구광역시","공립","교원수 (명)","여자",2022,657
"대구광역시","공립","직원수 (명)","소계",2013,11
"대구광역시","공립","직원수 (명)","소계",2014,10
"대구광역시","공립","직원수 (명)","소계",2015,10
"대구광역시","공립","직원수 (명)","소계",2016,26
"대구광역시","공립","직원수 (명)","소계",2017,39
"대구광역시","공립","직원수 (명)","소계",2018,40
"대구광역시","공립","직원수 (명)","소계",2019,43
"대구광역시","공립","직원수 (명)","소계",2020,42
"대구광역시","공립","직원수 (명)","소계",2021,48
"대구광역시","공립","직원수 (명)","소계",2022,50
"대구광역시","공립","직원수 (명)","여자",2013,9
"대구광역시","공립","직원수 (명)","여자",2014,9
"대구광역시","공립","직원수 (명)","여자",2015,9
"대구광역시","공립","직원수 (명)","여자",2016,19
"대구광역시","공립","직원수 (명)","여자",2017,32
"대구광역시","공립","직원수 (명)","여자",2018,37
"대구광역시","공립","직원수 (명)","여자",2019,37
"대구광역시","공립","직원수 (명)","여자",2020,34
"대구광역시","공립","직원수 (명)","여자",2021,39
"대구광역시","공립","직원수 (명)","여자",2022,44
"대구광역시","공립","신입원아수 (명)","소계",2013,2933
"대구광역시","공립","신입원아수 (명)","소계",2014,3086
"대구광역시","공립","신입원아수 (명)","소계",2015,2842
"대구광역시","공립","신입원아수 (명)","소계",2016,3694
"대구광역시","공립","신입원아수 (명)","소계",2017,3958
"대구광역시","공립","신입원아수 (명)","소계",2018,3651
"대구광역시","공립","신입원아수 (명)","소계",2019,4279
"대구광역시","공립","신입원아수 (명)","소계",2020,3718
"대구광역시","공립","신입원아수 (명)","소계",2021,3893
"대구광역시","공립","신입원아수 (명)","소계",2022,3407
"대구광역시","공립","신입원아수 (명)","여자",2013,1364
"대구광역시","공립","신입원아수 (명)","여자",2014,1439
"대구광역시","공립","신입원아수 (명)","여자",2015,1341
"대구광역시","공립","신입원아수 (명)","여자",2016,1810
"대구광역시","공립","신입원아수 (명)","여자",2017,1875
"대구광역시","공립","신입원아수 (명)","여자",2018,1777
"대구광역시","공립","신입원아수 (명)","여자",2019,2104
"대구광역시","공립","신입원아수 (명)","여자",2020,1798
"대구광역시","공립","신입원아수 (명)","여자",2021,1940
"대구광역시","공립","신입원아수 (명)","여자",2022,1650
"대구광역시","공립","재취원아수 (명)","소계",2013,1240
"대구광역시","공립","재취원아수 (명)","소계",2014,1529
"대구광역시","공립","재취원아수 (명)","소계",2015,2071
"대구광역시","공립","재취원아수 (명)","소계",2016,2015
"대구광역시","공립","재취원아수 (명)","소계",2017,2400
"대구광역시","공립","재취원아수 (명)","소계",2018,3025
"대구광역시","공립","재취원아수 (명)","소계",2019,3176
"대구광역시","공립","재취원아수 (명)","여자",2013,613
"대구광역시","공립","재취원아수 (명)","여자",2014,716
"대구광역시","공립","재취원아수 (명)","여자",2015,1007
"대구광역시","공립","재취원아수 (명)","여자",2016,955
"대구광역시","공립","재취원아수 (명)","여자",2017,1221
"대구광역시","공립","재취원아수 (명)","여자",2018,1457
"대구광역시","공립","재취원아수 (명)","여자",2019,1568
"대구광역시","공립","졸업원아수 (명)","소계",2013,4092
"대구광역시","공립","졸업원아수 (명)","소계",2014,4349
"대구광역시","공립","졸업원아수 (명)","소계",2015,4446
"대구광역시","공립","졸업원아수 (명)","소계",2016,2434
"대구광역시","공립","졸업원아수 (명)","소계",2017,2957
"대구광역시","공립","졸업원아수 (명)","소계",2018,3443
"대구광역시","공립","졸업원아수 (명)","소계",2019,3503
"대구광역시","공립","졸업원아수 (명)","소계",2020,3506
"대구광역시","공립","졸업원아수 (명)","소계",2021,3424
"대구광역시","공립","졸업원아수 (명)","소계",2022,3389
"대구광역시","공립","졸업원아수 (명)","여자",2013,2022
"대구광역시","공립","졸업원아수 (명)","여자",2014,2042
"대구광역시","공립","졸업원아수 (명)","여자",2015,2077
"대구광역시","공립","졸업원아수 (명)","여자",2016,1170
"대구광역시","공립","졸업원아수 (명)","여자",2017,1384
"대구광역시","공립","졸업원아수 (명)","여자",2018,1693
"대구광역시","공립","졸업원아수 (명)","여자",2019,1689
"대구광역시","공립","졸업원아수 (명)","여자",2020,1722
"대구광역시","공립","졸업원아수 (명)","여자",2021,1670
"대구광역시","공립","졸업원아수 (명)","여자",2022,1649
"대구광역시","공립","교실수 (개)","소계",2013,16
"대구광역시","공립","교실수 (개)","소계",2014,34
"대구광역시","공립","교실수 (개)","소계",2015,39
"대구광역시","공립","교실수 (개)","소계",2016,146
"대구광역시","공립","교실수 (개)","소계",2017,227
"대구광역시","공립","교실수 (개)","소계",2018,248
"대구광역시","공립","교실수 (개)","소계",2019,278
"대구광역시","공립","교실수 (개)","소계",2020,281
"대구광역시","공립","교실수 (개)","소계",2021,307
"대구광역시","공립","교실수 (개)","소계",2022,322
"대구광역시","공립","교실수 (개)","정규교실",2013,16
"대구광역시","공립","교실수 (개)","정규교실",2014,34
"대구광역시","공립","교실수 (개)","가·대용교실",2013,-
"대구광역시","공립","교실수 (개)","가·대용교실",2014,-
"대구광역시","공립","교실수 (개)","일반교실",2015,34
"대구광역시","공립","교실수 (개)","일반교실",2016,111
"대구광역시","공립","교실수 (개)","일반교실",2017,164
"대구광역시","공립","교실수 (개)","일반교실",2018,179
"대구광역시","공립","교실수 (개)","일반교실",2019,218
"대구광역시","공립","교실수 (개)","일반교실",2020,219
"대구광역시","공립","교실수 (개)","일반교실",2021,244
"대구광역시","공립","교실수 (개)","일반교실",2022,251
"대구광역시","공립","교실수 (개)","교과교실",2015,-
"대구광역시","공립","교실수 (개)","교과교실",2016,5
"대구광역시","공립","교실수 (개)","교과교실",2017,5
"대구광역시","공립","교실수 (개)","교과교실",2018,5
"대구광역시","공립","교실수 (개)","교과교실",2019,4
"대구광역시","공립","교실수 (개)","교과교실",2020,4
"대구광역시","공립","교실수 (개)","교과교실",2021,4
"대구광역시","공립","교실수 (개)","교과교실",2022,4
"대구광역시","공립","교실수 (개)","특별교실",2015,5
"대구광역시","공립","교실수 (개)","특별교실",2016,30
"대구광역시","공립","교실수 (개)","특별교실",2017,58
"대구광역시","공립","교실수 (개)","특별교실",2018,64
"대구광역시","공립","교실수 (개)","특별교실",2019,56
"대구광역시","공립","교실수 (개)","특별교실",2020,58
"대구광역시","공립","교실수 (개)","특별교실",2021,59
"대구광역시","공립","교실수 (개)","특별교실",2022,67
"대구광역시","공립","교실수 (개)","수준별교실",2015,-
"대구광역시","공립","교실수 (개)","수준별교실",2016,-
"대구광역시","공립","교실수 (개)","수준별교실",2017,-
"대구광역시","공립","교실수 (개)","수준별교실",2018,0
"대구광역시","공립","교실수 (개)","수준별교실",2019,0
"대구광역시","공립","교실수 (개)","수준별교실",2020,-
"대구광역시","공립","교실수 (개)","수준별교실",2021,-
"대구광역시","공립","교실수 (개)","수준별교실",2022,-
"대구광역시","사립","유치원수 (개)","소계",2013,233
"대구광역시","사립","유치원수 (개)","소계",2014,249
"대구광역시","사립","유치원수 (개)","소계",2015,266
"대구광역시","사립","유치원수 (개)","소계",2016,268
"대구광역시","사립","유치원수 (개)","소계",2017,266
"대구광역시","사립","유치원수 (개)","소계",2018,264
"대구광역시","사립","유치원수 (개)","소계",2019,244
"대구광역시","사립","유치원수 (개)","소계",2020,233
"대구광역시","사립","유치원수 (개)","소계",2021,227
"대구광역시","사립","유치원수 (개)","소계",2022,213
"대구광역시","사립","학급수 (개)","소계",2013,1246
"대구광역시","사립","학급수 (개)","소계",2014,1458
"대구광역시","사립","학급수 (개)","소계",2015,1603
"대구광역시","사립","학급수 (개)","소계",2016,1615
"대구광역시","사립","학급수 (개)","소계",2017,1624
"대구광역시","사립","학급수 (개)","소계",2018,1642
"대구광역시","사립","학급수 (개)","소계",2019,1524
"대구광역시","사립","학급수 (개)","소계",2020,1491
"대구광역시","사립","학급수 (개)","소계",2021,1254
"대구광역시","사립","학급수 (개)","소계",2022,1198
"대구광역시","사립","원아수 (명)","소계",2013,30383
"대구광역시","사립","원아수 (명)","소계",2014,29963
"대구광역시","사립","원아수 (명)","소계",2015,32054
"대구광역시","사립","원아수 (명)","소계",2016,33173
"대구광역시","사립","원아수 (명)","소계",2017,32521
"대구광역시","사립","원아수 (명)","소계",2018,31755
"대구광역시","사립","원아수 (명)","소계",2019,28686
"대구광역시","사립","원아수 (명)","소계",2020,28365
"대구광역시","사립","원아수 (명)","소계",2021,26772
"대구광역시","사립","원아수 (명)","소계",2022,25906
"대구광역시","사립","원아수 (명)","여자",2013,14741
"대구광역시","사립","원아수 (명)","여자",2014,14471
"대구광역시","사립","원아수 (명)","여자",2015,15569
"대구광역시","사립","원아수 (명)","여자",2016,16307
"대구광역시","사립","원아수 (명)","여자",2017,16019
"대구광역시","사립","원아수 (명)","여자",2018,15771
"대구광역시","사립","원아수 (명)","여자",2019,14267
"대구광역시","사립","원아수 (명)","여자",2020,14028
"대구광역시","사립","원아수 (명)","여자",2021,13294
"대구광역시","사립","원아수 (명)","여자",2022,13041
"대구광역시","사립","교원수 (명)","소계",2013,2240
"대구광역시","사립","교원수 (명)","소계",2014,2402
"대구광역시","사립","교원수 (명)","소계",2015,2567
"대구광역시","사립","교원수 (명)","소계",2016,2645
"대구광역시","사립","교원수 (명)","소계",2017,2621
"대구광역시","사립","교원수 (명)","소계",2018,2582
"대구광역시","사립","교원수 (명)","소계",2019,2396
"대구광역시","사립","교원수 (명)","소계",2020,2230
"대구광역시","사립","교원수 (명)","소계",2021,2279
"대구광역시","사립","교원수 (명)","소계",2022,2217
"대구광역시","사립","교원수 (명)","여자",2013,2171
"대구광역시","사립","교원수 (명)","여자",2014,2324
"대구광역시","사립","교원수 (명)","여자",2015,2480
"대구광역시","사립","교원수 (명)","여자",2016,2558
"대구광역시","사립","교원수 (명)","여자",2017,2541
"대구광역시","사립","교원수 (명)","여자",2018,2501
"대구광역시","사립","교원수 (명)","여자",2019,2323
"대구광역시","사립","교원수 (명)","여자",2020,2161
"대구광역시","사립","교원수 (명)","여자",2021,2220
"대구광역시","사립","교원수 (명)","여자",2022,2149
"대구광역시","사립","직원수 (명)","소계",2013,394
"대구광역시","사립","직원수 (명)","소계",2014,137
"대구광역시","사립","직원수 (명)","소계",2015,245
"대구광역시","사립","직원수 (명)","소계",2016,129
"대구광역시","사립","직원수 (명)","소계",2017,154
"대구광역시","사립","직원수 (명)","소계",2018,242
"대구광역시","사립","직원수 (명)","소계",2019,223
"대구광역시","사립","직원수 (명)","소계",2020,203
"대구광역시","사립","직원수 (명)","소계",2021,200
"대구광역시","사립","직원수 (명)","소계",2022,181
"대구광역시","사립","직원수 (명)","여자",2013,248
"대구광역시","사립","직원수 (명)","여자",2014,93
"대구광역시","사립","직원수 (명)","여자",2015,168
"대구광역시","사립","직원수 (명)","여자",2016,82
"대구광역시","사립","직원수 (명)","여자",2017,96
"대구광역시","사립","직원수 (명)","여자",2018,174
"대구광역시","사립","직원수 (명)","여자",2019,149
"대구광역시","사립","직원수 (명)","여자",2020,126
"대구광역시","사립","직원수 (명)","여자",2021,115
"대구광역시","사립","직원수 (명)","여자",2022,103
"대구광역시","사립","신입원아수 (명)","소계",2013,15183
"대구광역시","사립","신입원아수 (명)","소계",2014,14734
"대구광역시","사립","신입원아수 (명)","소계",2015,15733
"대구광역시","사립","신입원아수 (명)","소계",2016,14954
"대구광역시","사립","신입원아수 (명)","소계",2017,14144
"대구광역시","사립","신입원아수 (명)","소계",2018,13783
"대구광역시","사립","신입원아수 (명)","소계",2019,12408
"대구광역시","사립","신입원아수 (명)","소계",2020,12406
"대구광역시","사립","신입원아수 (명)","소계",2021,10750
"대구광역시","사립","신입원아수 (명)","소계",2022,10886
"대구광역시","사립","신입원아수 (명)","여자",2013,7329
"대구광역시","사립","신입원아수 (명)","여자",2014,7283
"대구광역시","사립","신입원아수 (명)","여자",2015,7641
"대구광역시","사립","신입원아수 (명)","여자",2016,7367
"대구광역시","사립","신입원아수 (명)","여자",2017,6964
"대구광역시","사립","신입원아수 (명)","여자",2018,6882
"대구광역시","사립","신입원아수 (명)","여자",2019,6112
"대구광역시","사립","신입원아수 (명)","여자",2020,6122
"대구광역시","사립","신입원아수 (명)","여자",2021,5373
"대구광역시","사립","신입원아수 (명)","여자",2022,5489
"대구광역시","사립","재취원아수 (명)","소계",2013,14977
"대구광역시","사립","재취원아수 (명)","소계",2014,15260
"대구광역시","사립","재취원아수 (명)","소계",2015,16113
"대구광역시","사립","재취원아수 (명)","소계",2016,17822
"대구광역시","사립","재취원아수 (명)","소계",2017,18196
"대구광역시","사립","재취원아수 (명)","소계",2018,18065
"대구광역시","사립","재취원아수 (명)","소계",2019,16242
"대구광역시","사립","재취원아수 (명)","여자",2013,7338
"대구광역시","사립","재취원아수 (명)","여자",2014,7289
"대구광역시","사립","재취원아수 (명)","여자",2015,7788
"대구광역시","사립","재취원아수 (명)","여자",2016,8715
"대구광역시","사립","재취원아수 (명)","여자",2017,8941
"대구광역시","사립","재취원아수 (명)","여자",2018,8923
"대구광역시","사립","재취원아수 (명)","여자",2019,8123
"대구광역시","사립","졸업원아수 (명)","소계",2013,20152
"대구광역시","사립","졸업원아수 (명)","소계",2014,23458
"대구광역시","사립","졸업원아수 (명)","소계",2015,22621
"대구광역시","사립","졸업원아수 (명)","소계",2016,12697
"대구광역시","사립","졸업원아수 (명)","소계",2017,12757
"대구광역시","사립","졸업원아수 (명)","소계",2018,12732
"대구광역시","사립","졸업원아수 (명)","소계",2019,12398
"대구광역시","사립","졸업원아수 (명)","소계",2020,10656
"대구광역시","사립","졸업원아수 (명)","소계",2021,10297
"대구광역시","사립","졸업원아수 (명)","소계",2022,10308
"대구광역시","사립","졸업원아수 (명)","여자",2013,9748
"대구광역시","사립","졸업원아수 (명)","여자",2014,11421
"대구광역시","사립","졸업원아수 (명)","여자",2015,10827
"대구광역시","사립","졸업원아수 (명)","여자",2016,6055
"대구광역시","사립","졸업원아수 (명)","여자",2017,6125
"대구광역시","사립","졸업원아수 (명)","여자",2018,6276
"대구광역시","사립","졸업원아수 (명)","여자",2019,6129
"대구광역시","사립","졸업원아수 (명)","여자",2020,5324
"대구광역시","사립","졸업원아수 (명)","여자",2021,5061
"대구광역시","사립","졸업원아수 (명)","여자",2022,5070
"대구광역시","사립","교실수 (개)","소계",2013,1381
"대구광역시","사립","교실수 (개)","소계",2014,1552
"대구광역시","사립","교실수 (개)","소계",2015,1863
"대구광역시","사립","교실수 (개)","소계",2016,1898
"대구광역시","사립","교실수 (개)","소계",2017,1908
"대구광역시","사립","교실수 (개)","소계",2018,1920
"대구광역시","사립","교실수 (개)","소계",2019,1800
"대구광역시","사립","교실수 (개)","소계",2020,1738
"대구광역시","사립","교실수 (개)","소계",2021,1651
"대구광역시","사립","교실수 (개)","소계",2022,1547
"대구광역시","사립","교실수 (개)","정규교실",2013,1347
"대구광역시","사립","교실수 (개)","정규교실",2014,1504
"대구광역시","사립","교실수 (개)","가·대용교실",2013,34
"대구광역시","사립","교실수 (개)","가·대용교실",2014,48
"대구광역시","사립","교실수 (개)","일반교실",2015,1638
"대구광역시","사립","교실수 (개)","일반교실",2016,1683
"대구광역시","사립","교실수 (개)","일반교실",2017,1689
"대구광역시","사립","교실수 (개)","일반교실",2018,1691
"대구광역시","사립","교실수 (개)","일반교실",2019,1582
"대구광역시","사립","교실수 (개)","일반교실",2020,1532
"대구광역시","사립","교실수 (개)","일반교실",2021,1457
"대구광역시","사립","교실수 (개)","일반교실",2022,1363
"대구광역시","사립","교실수 (개)","교과교실",2015,33
"대구광역시","사립","교실수 (개)","교과교실",2016,28
"대구광역시","사립","교실수 (개)","교과교실",2017,26
"대구광역시","사립","교실수 (개)","교과교실",2018,28
"대구광역시","사립","교실수 (개)","교과교실",2019,21
"대구광역시","사립","교실수 (개)","교과교실",2020,22
"대구광역시","사립","교실수 (개)","교과교실",2021,20
"대구광역시","사립","교실수 (개)","교과교실",2022,18
"대구광역시","사립","교실수 (개)","특별교실",2015,178
"대구광역시","사립","교실수 (개)","특별교실",2016,176
"대구광역시","사립","교실수 (개)","특별교실",2017,185
"대구광역시","사립","교실수 (개)","특별교실",2018,193
"대구광역시","사립","교실수 (개)","특별교실",2019,185
"대구광역시","사립","교실수 (개)","특별교실",2020,172
"대구광역시","사립","교실수 (개)","특별교실",2021,162
"대구광역시","사립","교실수 (개)","특별교실",2022,154
"대구광역시","사립","교실수 (개)","수준별교실",2015,14
"대구광역시","사립","교실수 (개)","수준별교실",2016,11
"대구광역시","사립","교실수 (개)","수준별교실",2017,8
"대구광역시","사립","교실수 (개)","수준별교실",2018,8
"대구광역시","사립","교실수 (개)","수준별교실",2019,12
"대구광역시","사립","교실수 (개)","수준별교실",2020,12
"대구광역시","사립","교실수 (개)","수준별교실",2021,12
"대구광역시","사립","교실수 (개)","수준별교실",2022,12
"인천광역시","계","유치원수 (개)","소계",2013,411
"인천광역시","계","유치원수 (개)","소계",2014,412
"인천광역시","계","유치원수 (개)","소계",2015,418
"인천광역시","계","유치원수 (개)","소계",2016,427
"인천광역시","계","유치원수 (개)","소계",2017,430
"인천광역시","계","유치원수 (개)","소계",2018,423
"인천광역시","계","유치원수 (개)","소계",2019,403
"인천광역시","계","유치원수 (개)","소계",2020,404
"인천광역시","계","유치원수 (개)","소계",2021,399
"인천광역시","계","유치원수 (개)","소계",2022,396
"인천광역시","계","학급수 (개)","소계",2013,1830
"인천광역시","계","학급수 (개)","소계",2014,1995
"인천광역시","계","학급수 (개)","소계",2015,2098
"인천광역시","계","학급수 (개)","소계",2016,2223
"인천광역시","계","학급수 (개)","소계",2017,2117
"인천광역시","계","학급수 (개)","소계",2018,2276
"인천광역시","계","학급수 (개)","소계",2019,2172
"인천광역시","계","학급수 (개)","소계",2020,2119
"인천광역시","계","학급수 (개)","소계",2021,1936
"인천광역시","계","학급수 (개)","소계",2022,1951
"인천광역시","계","원아수 (명)","소계",2013,41594
"인천광역시","계","원아수 (명)","소계",2014,40369
"인천광역시","계","원아수 (명)","소계",2015,42389
"인천광역시","계","원아수 (명)","소계",2016,44625
"인천광역시","계","원아수 (명)","소계",2017,44009
"인천광역시","계","원아수 (명)","소계",2018,42324
"인천광역시","계","원아수 (명)","소계",2019,39373
"인천광역시","계","원아수 (명)","소계",2020,38319
"인천광역시","계","원아수 (명)","소계",2021,36170
"인천광역시","계","원아수 (명)","소계",2022,35427
"인천광역시","계","원아수 (명)","여자",2013,20303
"인천광역시","계","원아수 (명)","여자",2014,19798
"인천광역시","계","원아수 (명)","여자",2015,20813
"인천광역시","계","원아수 (명)","여자",2016,21954
"인천광역시","계","원아수 (명)","여자",2017,21809
"인천광역시","계","원아수 (명)","여자",2018,21067
"인천광역시","계","원아수 (명)","여자",2019,19501
"인천광역시","계","원아수 (명)","여자",2020,18913
"인천광역시","계","원아수 (명)","여자",2021,17984
"인천광역시","계","원아수 (명)","여자",2022,17570
"인천광역시","계","교원수 (명)","소계",2013,2644
"인천광역시","계","교원수 (명)","소계",2014,2685
"인천광역시","계","교원수 (명)","소계",2015,2901
"인천광역시","계","교원수 (명)","소계",2016,2989
"인천광역시","계","교원수 (명)","소계",2017,3042
"인천광역시","계","교원수 (명)","소계",2018,3095
"인천광역시","계","교원수 (명)","소계",2019,2853
"인천광역시","계","교원수 (명)","소계",2020,2920
"인천광역시","계","교원수 (명)","소계",2021,2891
"인천광역시","계","교원수 (명)","소계",2022,2909
"인천광역시","계","교원수 (명)","여자",2013,2613
"인천광역시","계","교원수 (명)","여자",2014,2654
"인천광역시","계","교원수 (명)","여자",2015,2871
"인천광역시","계","교원수 (명)","여자",2016,2958
"인천광역시","계","교원수 (명)","여자",2017,2999
"인천광역시","계","교원수 (명)","여자",2018,3057
"인천광역시","계","교원수 (명)","여자",2019,2819
"인천광역시","계","교원수 (명)","여자",2020,2882
"인천광역시","계","교원수 (명)","여자",2021,2849
"인천광역시","계","교원수 (명)","여자",2022,2863
"인천광역시","계","직원수 (명)","소계",2013,693
"인천광역시","계","직원수 (명)","소계",2014,389
"인천광역시","계","직원수 (명)","소계",2015,443
"인천광역시","계","직원수 (명)","소계",2016,444
"인천광역시","계","직원수 (명)","소계",2017,505
"인천광역시","계","직원수 (명)","소계",2018,314
"인천광역시","계","직원수 (명)","소계",2019,256
"인천광역시","계","직원수 (명)","소계",2020,270
"인천광역시","계","직원수 (명)","소계",2021,283
"인천광역시","계","직원수 (명)","소계",2022,293
"인천광역시","계","직원수 (명)","여자",2013,457
"인천광역시","계","직원수 (명)","여자",2014,243
"인천광역시","계","직원수 (명)","여자",2015,270
"인천광역시","계","직원수 (명)","여자",2016,261
"인천광역시","계","직원수 (명)","여자",2017,344
"인천광역시","계","직원수 (명)","여자",2018,188
"인천광역시","계","직원수 (명)","여자",2019,140
"인천광역시","계","직원수 (명)","여자",2020,155
"인천광역시","계","직원수 (명)","여자",2021,162
"인천광역시","계","직원수 (명)","여자",2022,177
"인천광역시","계","신입원아수 (명)","소계",2013,21371
"인천광역시","계","신입원아수 (명)","소계",2014,18991
"인천광역시","계","신입원아수 (명)","소계",2015,20685
"인천광역시","계","신입원아수 (명)","소계",2016,20669
"인천광역시","계","신입원아수 (명)","소계",2017,19791
"인천광역시","계","신입원아수 (명)","소계",2018,19195
"인천광역시","계","신입원아수 (명)","소계",2019,17905
"인천광역시","계","신입원아수 (명)","소계",2020,17103
"인천광역시","계","신입원아수 (명)","소계",2021,15576
"인천광역시","계","신입원아수 (명)","소계",2022,15395
"인천광역시","계","신입원아수 (명)","여자",2013,10450
"인천광역시","계","신입원아수 (명)","여자",2014,9321
"인천광역시","계","신입원아수 (명)","여자",2015,10118
"인천광역시","계","신입원아수 (명)","여자",2016,10121
"인천광역시","계","신입원아수 (명)","여자",2017,9891
"인천광역시","계","신입원아수 (명)","여자",2018,9594
"인천광역시","계","신입원아수 (명)","여자",2019,8803
"인천광역시","계","신입원아수 (명)","여자",2020,8458
"인천광역시","계","신입원아수 (명)","여자",2021,7744
"인천광역시","계","신입원아수 (명)","여자",2022,7600
"인천광역시","계","재취원아수 (명)","소계",2013,20247
"인천광역시","계","재취원아수 (명)","소계",2014,21229
"인천광역시","계","재취원아수 (명)","소계",2015,21512
"인천광역시","계","재취원아수 (명)","소계",2016,23993
"인천광역시","계","재취원아수 (명)","소계",2017,24649
"인천광역시","계","재취원아수 (명)","소계",2018,22826
"인천광역시","계","재취원아수 (명)","소계",2019,21213
"인천광역시","계","재취원아수 (명)","여자",2013,9844
"인천광역시","계","재취원아수 (명)","여자",2014,10458
"인천광역시","계","재취원아수 (명)","여자",2015,10600
"인천광역시","계","재취원아수 (명)","여자",2016,11887
"인천광역시","계","재취원아수 (명)","여자",2017,12296
"인천광역시","계","재취원아수 (명)","여자",2018,11289
"인천광역시","계","재취원아수 (명)","여자",2019,10562
"인천광역시","계","졸업원아수 (명)","소계",2013,32822
"인천광역시","계","졸업원아수 (명)","소계",2014,37530
"인천광역시","계","졸업원아수 (명)","소계",2015,23093
"인천광역시","계","졸업원아수 (명)","소계",2016,17494
"인천광역시","계","졸업원아수 (명)","소계",2017,17543
"인천광역시","계","졸업원아수 (명)","소계",2018,17330
"인천광역시","계","졸업원아수 (명)","소계",2019,16627
"인천광역시","계","졸업원아수 (명)","소계",2020,14852
"인천광역시","계","졸업원아수 (명)","소계",2021,13548
"인천광역시","계","졸업원아수 (명)","소계",2022,14607
"인천광역시","계","졸업원아수 (명)","여자",2013,16007
"인천광역시","계","졸업원아수 (명)","여자",2014,18455
"인천광역시","계","졸업원아수 (명)","여자",2015,11319
"인천광역시","계","졸업원아수 (명)","여자",2016,8518
"인천광역시","계","졸업원아수 (명)","여자",2017,8540
"인천광역시","계","졸업원아수 (명)","여자",2018,8499
"인천광역시","계","졸업원아수 (명)","여자",2019,8248
"인천광역시","계","졸업원아수 (명)","여자",2020,7336
"인천광역시","계","졸업원아수 (명)","여자",2021,6654
"인천광역시","계","졸업원아수 (명)","여자",2022,7092
"인천광역시","계","교실수 (개)","소계",2013,1683
"인천광역시","계","교실수 (개)","소계",2014,1708
"인천광역시","계","교실수 (개)","소계",2015,1854
"인천광역시","계","교실수 (개)","소계",2016,1967
"인천광역시","계","교실수 (개)","소계",2017,1996
"인천광역시","계","교실수 (개)","소계",2018,1989
"인천광역시","계","교실수 (개)","소계",2019,1876
"인천광역시","계","교실수 (개)","소계",2020,1802
"인천광역시","계","교실수 (개)","소계",2021,1759
"인천광역시","계","교실수 (개)","소계",2022,1753
"인천광역시","계","교실수 (개)","정규교실",2013,1639
"인천광역시","계","교실수 (개)","정규교실",2014,1683
"인천광역시","계","교실수 (개)","가·대용교실",2013,44
"인천광역시","계","교실수 (개)","가·대용교실",2014,25
"인천광역시","계","교실수 (개)","일반교실",2015,1754
"인천광역시","계","교실수 (개)","일반교실",2016,1851
"인천광역시","계","교실수 (개)","일반교실",2017,1879
"인천광역시","계","교실수 (개)","일반교실",2018,1870
"인천광역시","계","교실수 (개)","일반교실",2019,1758
"인천광역시","계","교실수 (개)","일반교실",2020,1694
"인천광역시","계","교실수 (개)","일반교실",2021,1655
"인천광역시","계","교실수 (개)","일반교실",2022,1650
"인천광역시","계","교실수 (개)","교과교실",2015,12
"인천광역시","계","교실수 (개)","교과교실",2016,21
"인천광역시","계","교실수 (개)","교과교실",2017,14
"인천광역시","계","교실수 (개)","교과교실",2018,12
"인천광역시","계","교실수 (개)","교과교실",2019,15
"인천광역시","계","교실수 (개)","교과교실",2020,8
"인천광역시","계","교실수 (개)","교과교실",2021,6
"인천광역시","계","교실수 (개)","교과교실",2022,5
"인천광역시","계","교실수 (개)","특별교실",2015,78
"인천광역시","계","교실수 (개)","특별교실",2016,84
"인천광역시","계","교실수 (개)","특별교실",2017,93
"인천광역시","계","교실수 (개)","특별교실",2018,97
"인천광역시","계","교실수 (개)","특별교실",2019,93
"인천광역시","계","교실수 (개)","특별교실",2020,91
"인천광역시","계","교실수 (개)","특별교실",2021,89
"인천광역시","계","교실수 (개)","특별교실",2022,89
"인천광역시","계","교실수 (개)","수준별교실",2015,10
"인천광역시","계","교실수 (개)","수준별교실",2016,11
"인천광역시","계","교실수 (개)","수준별교실",2017,10
"인천광역시","계","교실수 (개)","수준별교실",2018,10
"인천광역시","계","교실수 (개)","수준별교실",2019,10
"인천광역시","계","교실수 (개)","수준별교실",2020,9
"인천광역시","계","교실수 (개)","수준별교실",2021,9
"인천광역시","계","교실수 (개)","수준별교실",2022,9
"인천광역시","국립","유치원수 (개)","소계",2013,-
"인천광역시","국립","유치원수 (개)","소계",2014,-
